116HG	Prader-Willi Syndrome
MLLT10	Meningioma, Multiple Sclerosis
MMA-1	Down Syndrome
MMEL1	Alzheimer's Disease, Multiple Sclerosis
MMP10	Multiple Sclerosis
MMP12	Alzheimer's Disease
MMP16	Autism Spectrum Disorder
MMP17	Alzheimer's Disease
MMP1	Glioma
MMP25	Neuroblastoma
MMP27	Multiple Sclerosis
MMP3	Alzheimer's Disease
MMP7	Narcolepsy
MMP8	Epilepsy
MMP9	Glioma
MMRN1	Parkinson's Disease
MMS22L	Multiple Sclerosis
MNT	Autism Spectrum Disorder
MOB2	Alzheimer's Disease
MOB3B	Amyotrophic Lateral Sclerosis
MOB4	Autism Spectrum Disorder
MOBP	Alzheimer's Disease, Amyotrophic Lateral Sclerosis
MOG	Autism Spectrum Disorder
MOK	Glioma
MON2	Autism Spectrum Disorder
MORC2	Alzheimer's Disease
MORN1	Alzheimer's Disease
MORN2	Amyotrophic Lateral Sclerosis
MPHOSPH9	Autism Spectrum Disorder, Multiple Sclerosis
MPIG6B	Autism Spectrum Disorder
MPO	Multiple Sclerosis
MPP3	Alzheimer's Disease
MPPED1	Autism Spectrum Disorder
MPV17L2	Multiple Sclerosis
MPZ	Charcot-Marie-Tooth Disease
MPZL1	Alzheimer's Disease
MRAP	Down Syndrome
MRE11	Alzheimer's Disease
MRGPRE	Multiple Sclerosis
MRLN	Alzheimer's Disease
MRM2	Autism Spectrum Disorder
MROCKI	Glioma
MROH3P	Parkinson's Disease
MROH5	Autism Spectrum Disorder, Parkinson's Disease
MRPL10	Alzheimer's Disease
MRPL39	Alzheimer's Disease
MRPL58	Alzheimer's Disease
MRPS16	Agenesis Corpus Callosum
MRPS18B	Autism Spectrum Disorder, Neuroblastoma
MRPS22	Alzheimer's Disease
MRPS30	Parkinson's Disease
MRTFA	Autism Spectrum Disorder, Glioma
MS4A2	Alzheimer's Disease
MS4A3	Alzheimer's Disease
MS4A4A	Alzheimer's Disease
MS4A4E	Alzheimer's Disease
MS4A6A	Alzheimer's Disease
MS4A6E	Alzheimer's Disease
MS4A	Alzheimer's Disease
MS4	Alzheimer's Disease
MSANTD2	Autism Spectrum Disorder
MSH2	Alzheimer's Disease
MSH3	Glioma
MSH5	Autism Spectrum Disorder
MSH5-SAPCD1	Autism Spectrum Disorder
MSI1	Glioma
MSL2	Autism Spectrum Disorder
MSN	Glioma
MSNP1AS	Autism Spectrum Disorder
MSNP1	Autism Spectrum Disorder
MSRA	Alzheimer's Disease, Autism Spectrum Disorder
MSX2	Alzheimer's Disease
MT1A	Alzheimer's Disease
MT1E	Glioma
MTATP6P30	Alzheimer's Disease
MT-ATP8	Epilepsy
MT-CO2	Epilepsy
MT-CO3	Epilepsy, Stroke
MTCO3P1	Autism Spectrum Disorder, Narcolepsy
MT-CYB	Epilepsy
MTCYBP27	Alzheimer's Disease, Autism Spectrum Disorder
MTDH	Neuroblastoma
MTHFD1L	Alzheimer's Disease
MTHFR	Multiple Sclerosis, Stroke
MTMR2	Charcot-Marie-Tooth Disease
MTMR3	Intracranial Aneurysm
MT-ND1	Epilepsy, Parkinson's Disease, Stroke
MT-ND2	Epilepsy
MT-ND3	Dystonia, Epilepsy, Parkinson's Disease
MT-ND4	Dystonia, Epilepsy, Stroke
MT-ND4L	Epilepsy
MTND4LP18	Autism Spectrum Disorder
MTND4P33	Stroke
MT-ND5	Epilepsy, Parkinson's Disease, Stroke
MT-ND6	Dystonia, Epilepsy, Parkinson's Disease, Stroke
MTND6P12	Amyotrophic Lateral Sclerosis
MTORC2	Glioma
MTOR	Epilepsy
mTOR	Glioma
MTPAP	Autism Spectrum Disorder
MTR	Autism Spectrum Disorder
MTRES1	Alzheimer's Disease
MTRFR	Autism Spectrum Disorder
MTRR	Down Syndrome
MTUS1	Autism Spectrum Disorder
MTX1	Gaucher Disease
MUC17	Glioma
MUC21	Autism Spectrum Disorder
MUC22	Autism Spectrum Disorder
MUC5AC	Alzheimer's Disease
MUCL3	Autism Spectrum Disorder
MUSTN1	Autism Spectrum Disorder
MVB12B	Glioma
MVIH	Glioma
MVK	Glioma
MXI1	Glioma
MYBBP1A	Alzheimer's Disease
MYB	Glioma, Multiple Sclerosis
MYBL1	Glioma
MYBPC3	Autism Spectrum Disorder, Multiple Sclerosis
MYCBPAP	Alzheimer's Disease
MYC	Glioma, Multiple Sclerosis, Neuroblastoma, Paraganglioma
MYCN	Glioma, Neuroblastoma
MYCNUT	Neuroblastoma
MYEOV	Intracranial Aneurysm
MYF6	Muscular Dystrophy
MYH11	Cerebral Aneurysm
MYH7	Motor Neurone Disease
MYL2	Alzheimer's Disease
MYLK2	Parkinson's Disease
MYNN	Glioma, Multiple Sclerosis
MYO10	Alzheimer's Disease
MYO16	Alzheimer's Disease
MYO1C	Alzheimer's Disease
MYO5B	Multiple Sclerosis
MYO6	Stroke
MYO7A	Alzheimer's Disease
MYO9B	Autism Spectrum Disorder
MYOF	Muscular Dystrophy
MYOT	Muscular Dystrophy
MYT1	Glioma, Restless legs Syndrome
n336934	Alzheimer's Disease
NAA10	Intellectual Disability
NAA11	Parkinson's Disease
NAALADL2	Autism Spectrum Disorder
NAB1	Multiple Sclerosis
NAB2	Alzheimer's Disease
NADK	Multiple Sclerosis
NAGA	Autism Spectrum Disorder, Epilepsy
NAMPT	Glioma
NAPA-AS1	Intracranial Aneurysm
NAPSA	Alzheimer's Disease
NAPSB	Alzheimer's Disease
NARS2	Alzheimer's Disease
NBAT1	Neuroblastoma
NCAM1	Neuroblastoma
NCAM2	Down Syndrome
NCF4	Multiple Sclerosis
NCK1	Autism Spectrum Disorder
NCK1-DT	Autism Spectrum Disorder
NCK2	Alzheimer's Disease
NCKAP1	Autism Spectrum Disorder
NCKAP5	Alzheimer's Disease, Multiple Sclerosis
NCKIPSD	Parkinson's Disease
NCOA2	Multiple Sclerosis
NCOA5	Multiple Sclerosis
NCOA6	Alzheimer's Disease
NCOR2	Alzheimer's Disease, Multiple Sclerosis
NCR2	Alzheimer's Disease
NCR3	Autism Spectrum Disorder
NCS1	Alzheimer's Disease
NCTIN2	Alzheimer's Disease
NDFIP1	Multiple Sclerosis
NDN	Parkinson's Disease, Prader-Willi Syndrome
NDRG1	Charcot-Marie-Tooth Disease, Glioma
NDRG2	Glioma
NDUFA11	Parkinson's Disease
NDUFA12	Alzheimer's Disease
NDUFA1	Parkinson's Disease
NDUFA4L2	Autism Spectrum Disorder
NDUFA6	Autism Spectrum Disorder
NDUFA6-DT	Autism Spectrum Disorder
NDUFAF2	Autism Spectrum Disorder, Parkinson's Disease
NDUFAF3	Parkinson's Disease
NDUFAF4	Parkinson's Disease, Stroke
NDUFAF5	Parkinson's Disease
NDUFAF6	Alzheimer's Disease, Parkinson's Disease
NDUFS1	Parkinson's Disease
NDUFS2	Parkinson's Disease
NDUFS4	Parkinson's Disease
NDUFS7	Parkinson's Disease
NDUFV1	Epilepsy, Parkinson's Disease
NDUFV2	Epilepsy, Parkinson's Disease
NEAT1_2	Amyotrophic lateral Sclerosis
NEAT1	Amyotrophic lateral Sclerosis, Frontotemporal Lobar Degeneration, Glioma, Huntington's Disease, Multiple Sclerosis, Parkinson's Disease
NEBL	Alzheimer's Disease, Autism Spectrum Disorder
NECAP1	Epilepsy
NECTIN2	Alzheimer's Disease
NEDD1	Autism Spectrum Disorder
NEDD4L	Autism Spectrum Disorder
NEFL	Charcot-Marie-Tooth Disease
NEFM	Glioma
NEGR1	Alzheimer's Disease
NEGR1-IT1	Alzheimer's Disease
NEK1	Autism Spectrum Disorder
NEK2	Glioma
NEK4	Autism Spectrum Disorder
NELFB	Alzheimer's Disease
NELFE	Autism Spectrum Disorder
NEMP1	Alzheimer's Disease
NEU1	Autism Spectrum Disorder
NEU4	Narcolepsy
NEURL1	Autism Spectrum Disorder
NEUROG2	Neuroblastoma
NEXMIF	Intellectual Disability
NF1	Glioma, Neurofibromatosis, Paraganglioma
NF2	Glioma
NFIA-AS1	Glioma
NFIA	Glioma, Hydrocephalus, Intellectual Disability
NFIB	Alzheimer's Disease
NFIC	Alzheimer's Disease
NFKB1	Multiple Sclerosis
NFKBIA	Glioma
NFKBIL1	Autism Spectrum Disorder
NFKBIZ	Multiple Sclerosis
NF-kB-p65	Glioma
NGEF	Autism Spectrum Disorder, Parkinson's Disease
NGFR	Alzheimer's Disease
NGLY1	Intellectual Disability
NgR1	Glioma
NGRN	Multiple Sclerosis
NHLRC1	Epilepsy
NHLRC3	Alzheimer's Disease
NHSL1	Alzheimer's Disease
NICN1	Glioma
NID1	Encephalitis
NINJ2-AS1	Stroke
NIN	Stroke
NIPA2	Prader-Willi Syndrome
NIPBL-AS1	Autism Spectrum Disorder
NISCH	Autism Spectrum Disorder, Parkinson's Disease
NIT2	Alzheimer's Disease, Down Syndrome
NKAIN2	Alzheimer's Disease
NKAIN3	Alzheimer's Disease
NKAPL	Autism Spectrum Disorder
NKPD1	Alzheimer's Disease
NKX2-1	Benign Hereditary Chorea
NKX2-2	Autism Spectrum Disorder
NKX2-4	Autism Spectrum Disorder
NLGN2	Autism Spectrum Disorder
NLGN3	Autism Spectrum Disorder, Intellectual Disability
Nlgn3	Glioma
NLGN4X	Autism Spectrum Disorder
NLGN4Y	Autism Spectrum Disorder
NLRC5	Multiple Sclerosis
NLRP11	Multiple Sclerosis
NLRP3	Meningitis
NLRP4	Autism Spectrum Disorder
NLRP5	Glioma
NMB	Autism Spectrum Disorder
NME5	Autism Spectrum Disorder
NME8	Alzheimer's Disease
NME9	Amyotrophic Lateral Sclerosis
NMNAT1P2	Alzheimer's Disease
NOD2	Parkinson's Disease
NOL6	Neuroblastoma
NONHSAT041499	Schizophrenia
NONHSAT089447	Schizophrenia
NONO	Dystonia
NOP14	Huntington's Disease
NOS1	Glioma
NOS2	Glioma
NOS3	Glioma, Stroke
NOSIP	Alzheimer's Disease
NOSTRIN	Stroke
NOTCH1	Glioma
NOTCH2NLA	Glioma
NOTCH3	Coma, Stroke
NOTCH4	Autism Spectrum Disorder
NOVA1	Autism Spectrum Disorder, Glioma
NPAP1	Angelman Syndrome, Prader-Willi Syndrome
NPC1	Alzheimer's Disease, Dystonia
NPC2	Dystonia
NPEPPS	Multiple Sclerosis
NPHP4	Autism Spectrum Disorder
NPHS1	Alzheimer's Disease
NPPA	Stroke
NPRL3	Autosomal Dominant Nocturnal Frontal Lobe Epilepsy
NPS	Amyotrophic Lateral Sclerosis
NPVF	Alzheimer's Disease
NR1D1	Multiple Sclerosis
NR1D2	Parkinson's Disease
NR1H2	Alzheimer's Disease
NR1H3	Autism Spectrum Disorder
NR1I3	Glioma
NR2C1	Intracranial Aneurysm
NR2E1	Glioma
NR3C2	Alzheimer's Disease
NR4A2	Parkinson's Disease
NRAS	Autism Spectrum Disorder
NRG2	Charcot-Marie-Tooth Disease
NRGN	Autism Spectrum Disorder
NRL	Glioma
NRM	Autism Spectrum Disorder
NRON	Down Syndrome
NRSN1	Alzheimer's Disease
NRXN1	Alzheimer's Disease, Autism Spectrum Disorder
NRXN3	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder
NSD3	Autism Spectrum Disorder
NSDHL	Intellectual Disability
NSF	Parkinson's Disease
NSG2	Alzheimer's Disease
NSMAF	Autism Spectrum Disorder
NSMCE2	Amyotrophic Lateral Sclerosis
NSMCE3	Autism Spectrum Disorder
NSUN6	Autism Spectrum Disorder
NT5C1A	Amyotrophic Lateral Sclerosis
NT5C2	Autism Spectrum Disorder, Intracranial Aneurysm
NT5DC2	Autism Spectrum Disorder
NTN3	Tuberous Sclerosis
NTNG1	Restless legs Syndrome, Rett Syndrome
NTRK1	Dysautonomia, Glioma, Neuroblastoma
NTRK2	Parkinson's Disease
NTRK3	Autism Spectrum Disorder
NUAK1	Alzheimer's Disease
NUCKS1	Parkinson's Disease
NUDT12	Multiple Sclerosis
NUDT1	Autism Spectrum Disorder
NUP42	Parkinson's Disease
NUP43	Autism Spectrum Disorder
NUP62	Dystonia
NUSAP1	Glioma
NXN	Alzheimer's Disease
NXPE2	Parkinson's Disease
NXPE3	Autism Spectrum Disorder
NXPH4	Autism Spectrum Disorder
NYAP2	Alzheimer's Disease
OARD1	Alzheimer's Disease
OBSCN	Glioma
OCA2	Parkinson's Disease, Prader-Willi Syndrome
OCIAD2	Glioma
ODAPH	Parkinson's Disease
ODF3B	Multiple Sclerosis
OFCC1	Alzheimer's Disease
OGFOD2	Autism Spectrum Disorder, Parkinson's Disease
OGFRL1	Cerebral Palsy
OGFRP1	Autism Spectrum Disorder
OLFML2A	Intracranial Aneurysm
OLIG1	Glioma
OLIG2	Glioma
OLIG3	Multiple Sclerosis
OPALIN	Autism Spectrum Disorder, Epilepsy
OPHN1	Intellectual Disability
OR10C1	Autism Spectrum Disorder
OR11A1	Autism Spectrum Disorder
OR12D2	Autism Spectrum Disorder
OR12D3	Autism Spectrum Disorder
OR14J1	Autism Spectrum Disorder
OR2B2	Autism Spectrum Disorder
OR2B3	Autism Spectrum Disorder
OR2B6	Autism Spectrum Disorder
OR2H1	Autism Spectrum Disorder
OR2H2	Autism Spectrum Disorder
OR2J2	Autism Spectrum Disorder
OR2J3	Autism Spectrum Disorder
OR2M4	Autism Spectrum Disorder
OR2W1	Autism Spectrum Disorder
OR4F15	Alzheimer's Disease
OR4F6	Alzheimer's Disease
OR51E1	Neuroblastoma
OR52K1	Amyotrophic Lateral Sclerosis
OR52N1	Alzheimer's Disease
OR5V1	Autism Spectrum Disorder
OR7E89P	Alzheimer's Disease
OR7G2	Neuroblastoma
OR7H2P	Stroke
OR8I1P	Restless legs Syndrome
OR8K3	Glioma, Restless legs Syndrome
OR8K5	Alzheimer's Disease
OR9Q1	Parkinson's Disease
OS9	Alzheimer's Disease, Multiple Sclerosis
OSBPL3	Alzheimer's Disease
OSBPL6	Alzheimer's Disease
OSBPL7	Alzheimer's Disease
OSGIN1	Alzheimer's Disease
OSM	Glioma
OSMR	Glioma
OSTCP1	Alzheimer's Disease
OSTNIL1-RAP	Alzheimer's Disease
OTC	Coma
OTOF	Alzheimer's Disease
OTOGL	Alzheimer's Disease
OTOP1	Alzheimer's Disease
OTOS	Alzheimer's Disease
OTX2	Agenesis Corpus Callosum, Glioma
OVCH1-AS1	Alzheimer's Disease
OVGP1	Alzheimer's Disease
OXNAD1	Cerebral Palsy
OXR1	Autism Spectrum Disorder
P2RX5	Alzheimer's Disease
P2RY11	Narcolepsy
P2RY13	Alzheimer's Disease
P2RY8/CRLF2	Down Syndrome
P4HA2	Intracranial Aneurysm
P4HA3-AS1	Parkinson's Disease
PABPC3	Intracranial Aneurysm
PABPN1	Muscular Dystrophy
PACRG	Alzheimer's Disease, Parkinson's Disease
PACSIN3	Autism Spectrum Disorder
PAG1	Autism Spectrum Disorder
PAH	Epilepsy
PAK3	Intellectual Disability
PALB2	Autism Spectrum Disorder
PAM	Parkinson's Disease
PAMR1	Muscular Dystrophy
PANK2	Dystonia
PANTR1	Glioma
PAPOLG	Multiple Sclerosis
PAPPA	Muscular Dystrophy
PAQR3	Parkinson's Disease
PAQR8	Epilepsy
PARD3B	Autism Spectrum Disorder, Intracranial Aneurysm
PARD3	Parkinson's Disease
PARK16	Parkinson's Disease
PARK7	Amyotrophic Lateral Sclerosis, Parkinson's Disease
PARP10	Alzheimer's Disease
PARP4P2	Alzheimer's Disease
PARP8	Neuroblastoma
PARP9	Parkinson's Disease
PART1	Glioma
PARVB	Alzheimer's Disease
PATJ	Autism Spectrum Disorder
PATZ1	Glioma
PAWR	Amyotrophic Lateral Sclerosis, Stroke
PAX2	Alzheimer's Disease
PAX5	Alzheimer's Disease
PBDC1	Amyotrophic Lateral Sclerosis
PBK	Glioma
PBRM1	Autism Spectrum Disorder, Glioma
PBX1	Neuroblastoma
PBX2	Alzheimer's Disease, Autism Spectrum Disorder
PBX2P1	Autism Spectrum Disorder
PCAT1	Intracranial Aneurysm, Multiple Sclerosis
PCAT29	Glioma
PCAT7	Alzheimer's Disease
PCBP1	Alzheimer's Disease
PCCB	Autism Spectrum Disorder
PCDH11X	Alzheimer's Disease
PCDH15	Glioma
PCDH19	Epilepsy, Intellectual Disability
PCDH7	Alzheimer's Disease, Epilepsy
PCDH9	Autism Spectrum Disorder
PCDHA1	Glioma
PCED1B	Alzheimer's Disease
PCGEM1	Autism Spectrum Disorder, Glioma
PCGF6	Autism Spectrum Disorder
PCLO	Pontocerebellar Hypoplasia
PCNA	Glioma
PCNT	Alzheimer's Disease
PCNX1	Alzheimer's Disease, Autism Spectrum Disorder
PCSK5	Alzheimer's Disease, Amyotrophic Lateral Sclerosis
PDCD10	Glioma, Stroke
PDCD11	Autism Spectrum Disorder
PDCD1	Glioma
PDCD1LG2	Alzheimer's Disease
PDE10A	Alzheimer's Disease, Parkinson's Disease
PDE1A	Alzheimer's Disease
PDE3A	Stroke
PDE3B	Alzheimer's Disease, Multiple Sclerosis
PDE4A	Multiple Sclerosis
PDE4B	Alzheimer's Disease, Multiple Sclerosis
PDE4C	Glioma
PDE4D	Alzheimer's Disease, Stroke
PDE6B	Alzheimer's Disease
PDE7A	Epilepsy
PDE7B	Alzheimer's Disease, Autism Spectrum Disorder
PDGFA	Glioma
PDGF	Glioma
PDGFRA	Glioma
PDGFRB	Glioma
PDLIM2	Parkinson's Disease
PDLIM3	Muscular Dystrophy
PDLIM4	Glioma
PDPN	Glioma
PDZD2	Intracranial Aneurysm
PDZRN4	Multiple Sclerosis
PEG13	Intellectual Disability
PER3	Alzheimer's Disease
PET117	Parkinson's Disease
PEX6	Alzheimer's Disease
PFDN1	Alzheimer's Disease
PFDN6	Alzheimer's Disease, Autism Spectrum Disorder
PFKP	Glioma
PGAM5P1	Alzheimer's Disease
PGAP3	Intellectual Disability
PGBD1	Autism Spectrum Disorder
PGBD3P4	Alzheimer's Disease
PGK1	Autism Spectrum Disorder
PGLYRP4	Autism Spectrum Disorder
PGM2	Alzheimer's Disease
PHACTR1	Alzheimer's Disease, Autism Spectrum Disorder
PHETA2	Autism Spectrum Disorder
PHF14	Alzheimer's Disease
PHF19	Alzheimer's Disease
PHF1	Autism Spectrum Disorder
PHF20	Glioma
PHF5A	Glioma
PHF6	Epilepsy
PHF7	Autism Spectrum Disorder, Parkinson's Disease
PHF8	Intellectual Disability
PHGDH	Multiple Sclerosis
PHKG1	Alzheimer's Disease, Multiple Sclerosis
PHLDB1	Glioma, Multiple Sclerosis
PHOX2B	Neuroblastoma
PICALM	Alzheimer's Disease
PICSAR	Narcolepsy, Narcolepsy
PIEZO1	Parkinson's Disease
PIGA	Ferro-Cerebro-Cutaneous Syndrome
PIGC	Epilepsy, Intellectual Disability
PIGL	Amyotrophic Lateral Sclerosis
PIGN	Epilepsy, Intellectual Disability
PIGP	Down Syndrome
PIGT	Epilepsy, Intellectual Disability
PIGZ	Alzheimer's Disease
PIK3C2G	Alzheimer's Disease
PIK3CA	Glioma
PIK3CD	Alzheimer's Disease
PIK3R1	Alzheimer's Disease, Glioma
PIK3R6	Alzheimer's Disease
PILRA	Alzheimer's Disease
PINK1-AS	Parkinson's Disease
PINK1	Parkinson's Disease, Parkinson's Disease
PINX1	Autism Spectrum Disorder
PIP4K2A	Alzheimer's Disease
PIP4K2B	Alzheimer's Disease
PIP5K1B	Friedreich Ataxia
PITPNC1	Alzheimer's Disease
PITPNM2	Autism Spectrum Disorder, Multiple Sclerosis
PITRM1	Multiple Sclerosis
PITX2	Stroke
PIWIL2	Glioma
PKD1	Tuberous Sclerosis
PKD2L2	Autism Spectrum Disorder
PKIA	Multiple Sclerosis
PKM	Glioma
PKN1	Down Syndrome
PKN2	Narcolepsy
PKNOX2	Alzheimer's Disease
PKP2	Parkinson's Disease
PKP4	Autism Spectrum Disorder, Restless legs Syndrome
PLA2G2C	Alzheimer's Disease
PLA2G6	Dystonia
PLA2G7	Stroke
PLAGL2	Glioma
PLAT	Alzheimer's Disease, Stroke
PLB1	Intracranial Aneurysm
PLCB1	Autism Spectrum Disorder, Epilepsy
PLCE1-AS1	Intracranial Aneurysm
PLCE1	Intracranial Aneurysm
PLCG2	Alzheimer's Disease
PLCL1	Autism Spectrum Disorder, Intracranial Aneurysm
PLCL2	Multiple Sclerosis
PLEC	Alzheimer's Disease, Muscular Dystrophy
PLEKHG1	Alzheimer's Disease
PLEKHG5	Motor Neurone Disease, Multiple Sclerosis
PLEKHM1	Parkinson's Disease
PLEKHN1	Parkinson's Disease
PLEK	Multiple Sclerosis
PLOD3	Glioma
PLPP4	Alzheimer's Disease
PLPP5	Autism Spectrum Disorder
PLPPR1	Parkinson's Disease
PLVAP	Alzheimer's Disease
PLXNB2	Glioma
PLXNC1	Alzheimer's Disease, Multiple Sclerosis
PM20D1	Parkinson's Disease
PMAIP1	Alzheimer's Disease
PMEPA1	Alzheimer's Disease
PMF1-BGLAP	Stroke
PMF1	Stroke
PMP22	Amyotrophic Lateral Sclerosis, Charcot-Marie-Tooth Disease, Chronic Inflammatory Demyelinating Polyneuropathy
PMS2CL	Alzheimer's Disease
PMVK	Parkinson's Disease
PNKD	Dystonia
PNMA2	Encephalitis, Neuroblastoma
PNPLA6	Motor Neurone Disease
PNPLA7	Alzheimer's Disease
PNPO	Epilepsy
PODXL	Alzheimer's Disease
POFUT1	Alzheimer's Disease
POGZ	Intellectual Disability
POLG	Epilepsy
POLN	Alzheimer's Disease
POLR1F	Intracranial Aneurysm
POLR1H	Autism Spectrum Disorder
POLR2A	Glioma
POLR2E	Autism Spectrum Disorder
POLR2F	Autism Spectrum Disorder
POLR3B	Glioma
POLRMTP1	Parkinson's Disease
POM121L2	Autism Spectrum Disorder
POMGNT1	Hydrocephalus, Muscular Dystrophy
POMGNT2	Alzheimer's Disease
POMT1	Hydrocephalus, Muscular Dystrophy
POMT2	Hydrocephalus, Muscular Dystrophy
POPDC3	Multiple Sclerosis
POU2AF1	Multiple Sclerosis
POU3F3	Glioma
POU5F1	Autism Spectrum Disorder
PPAT	Glioma
PPDPF	Autism Spectrum Disorder
PPIAP17	Alzheimer's Disease
PPM1D	Glioma
PPM1M	Autism Spectrum Disorder
PPP1R10	Autism Spectrum Disorder
PPP1R11	Autism Spectrum Disorder
PPP1R13B	Autism Spectrum Disorder
PPP1R13B-DT	Autism Spectrum Disorder
PPP1R13L	Alzheimer's Disease, Glioma
PPP1R16B	Autism Spectrum Disorder
PPP1R18	Autism Spectrum Disorder
PPP1R37	Alzheimer's Disease
PPP1R3B	Alzheimer's Disease
PPP1R42	Alzheimer's Disease
PPP2R1B	Alzheimer's Disease
PPP2R2B	Autism Spectrum Disorder
PPP2R2D	Amyotrophic Lateral Sclerosis
PPP2R3A	Autism Spectrum Disorder
PPP2R5C	Autism Spectrum Disorder
PPP2R5D	Hydrocephalus, Intellectual Disability
PPP3CA	Alzheimer's Disease
PPP4C	Autism Spectrum Disorder
PPP4R3A	Alzheimer's Disease
PPT2	Autism Spectrum Disorder
PPT2-EGFL8	Autism Spectrum Disorder
PRAC1	Restless legs Syndrome
PRAG1	Parkinson's Disease
PRAP1	Alzheimer's Disease
PRB2	Glioma
PRC2	Glioma
PRDM15	Down Syndrome, Parkinson's Disease
PRDM16	Alzheimer's Disease
PRDM2	Intracranial Aneurysm, Parkinson's Disease
PRDM9	Alzheimer's Disease
PRDX1	Glioma
PRDX5	Multiple Sclerosis
PREPL	Autism Spectrum Disorder
PREX1	Narcolepsy
PRG2	Encephalitis, Glioma, Multiple Sclerosis
PRICKLE1	Epilepsy, Multiple Sclerosis, Parkinson's Disease
PRICKLE2	Alzheimer's Disease, Epilepsy
Prion-associated RNAs	Prion Disease
PRKACB	Autism Spectrum Disorder
PRKAR1B	Alzheimer's Disease
PRKCA	Glioma
PRKCB	Glioma
PRKCG	Glioma
PRKCH	Stroke
PRKCSH	Alzheimer's Disease
PRKG1	Autism Spectrum Disorder, Stroke
PRKN	Dysautonomia, Dystonia, Parkinson's Disease
PRKRA	Dystonia, Multiple Sclerosis
PRM1	Multiple Sclerosis
PRM2	Multiple Sclerosis
PRM3	Multiple Sclerosis
PRMT1	Alzheimer's Disease
PRMT5	Glioma
PRMT5P1	Intracranial Aneurysm
PRMT6	Restless legs Syndrome
PRNCR1	Glioma, Multiple Sclerosis
PRNP	Creutzfeldt Jakob Disease, Huntington's Disease
PROM1	Glioma, Intracranial Aneurysm
PROSER1	Alzheimer's Disease
PROX1-AS1	Alzheimer's Disease
PRPF31	Alzheimer's Disease
PRPF3	Autism Spectrum Disorder
PRPF40A	Huntington's Disease
PRPF40B	Huntington's Disease
PRPF8	Stroke
PRPS1	Charcot-Marie-Tooth Disease, Glioma, Intellectual Disability
PRR3	Autism Spectrum Disorder
PRR5L	Multiple Sclerosis
PRRC2A	Autism Spectrum Disorder
PRRC2C	Alzheimer's Disease
PRRG4	Parkinson's Disease
PRRT1	Autism Spectrum Disorder
PRSS16	Autism Spectrum Disorder
PRSS35	Autism Spectrum Disorder
PRSS53	Parkinson's Disease
PRTFDC1	Alzheimer's Disease
PRTN3	Alzheimer's Disease
PRX	Charcot-Marie-Tooth Disease
PRXL2B	Multiple Sclerosis
PSAP	Gaucher Disease
PSAT1	Glioma
PSG11	Alzheimer's Disease
PSG8	Glioma
PSMA1	Alzheimer's Disease
PSMA4	Autism Spectrum Disorder, Intracranial Aneurysm
PSMA5	Down Syndrome
PSMA6P4	Parkinson's Disease
PSMA7	Glioma, Meningitis
PSMB8-AS1	Autism Spectrum Disorder
PSMB8	Autism Spectrum Disorder
PSMB9	Autism Spectrum Disorder
PSMC1P8	Amyotrophic Lateral Sclerosis
PSMD4	Alzheimer's Disease
PSMD6-AS1	Glioma
PSMG1	Down Syndrome
PSORS1C1	Autism Spectrum Disorder
PSORS1C2	Autism Spectrum Disorder
PSORS1C3	Autism Spectrum Disorder
PSTK	Alzheimer's Disease
PSTPIP1	Alzheimer's Disease
PTBP2	Autism Spectrum Disorder
PTCH1	Glioma
PTCHD3	Epilepsy
PTEN	Autism Spectrum Disorder, Glioma, Hydrocephalus, Multiple Sclerosis
PTGDS	Multiple Sclerosis
PTGER4	Multiple Sclerosis
PTGFR	Alzheimer's Disease
PTGS1	Epilepsy
PTK2B	Alzheimer's Disease, Autism Spectrum Disorder
PTK6	Autism Spectrum Disorder
PTK7	Alzheimer's Disease, Glioma
PTN	Glioma
PTPDC1	Parkinson's Disease
PTPN11	Glioma, Multiple Sclerosis
PTPN12	Alzheimer's Disease
PTPN18	Alzheimer's Disease
PTPRC	Multiple Sclerosis
PTPRD	Autism Spectrum Disorder, Epilepsy, Intracranial Aneurysm, Parkinson's Disease, Restless legs Syndrome
PTPRE	Alzheimer's Disease
PTPRF	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder, Stroke
PTPRG	Alzheimer's Disease, Stroke
PTPRK	Multiple Sclerosis
PTPRN2	Alzheimer's Disease
PTPRN	Glioma
PTPRZ1	Glioma
PTS	Dystonia
PURA	Epilepsy, Intellectual Disability
PUS10	Multiple Sclerosis
PVR	Alzheimer's Disease, Multiple Sclerosis
PVT1	Alzheimer's Disease, Multiple Sclerosis, Neuroblastoma
PWAR1	Prader-willi Syndrome and Angelman Syndrome
PWAR4	Prader-willi Syndrome and Angelman Syndrome
PWAR5	Glioma, Prader-Willi Syndrome, Prader-willi Syndrome and Angelman Syndrome
PWP2	Epilepsy
PWRN1	Prader-Willi Syndrome
PWRN2	Prader-Willi Syndrome
PWRN4	Parkinson's Disease
PXT1	Multiple Sclerosis
PYCARD	Glioma
PYGB	Autism Spectrum Disorder
PYGL	Alzheimer's Disease
PYGO2	Glioma
QARS1	Epilepsy
QKI	Glioma
QSER1	Parkinson's Disease
R3HDM1	Autism Spectrum Disorder
R3HDM2	Autism Spectrum Disorder
RAB11FIP5	Alzheimer's Disease
